SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
DRREDDY,EQ,02-Jan-2026,1253.4,1249.0,1257.6,1236.0,1257.6,1256.1,1246.24,1591218,19830.34,30169, 993286, 62.42
EICHERMOT,EQ,02-Jan-2026,7348.0,7348.0,7382.5,7298.0,7344.0,7334.5,7341.78,227469,16700.26,46358, 105479, 46.37
ETERNAL,EQ,02-Jan-2026,283.8,283.8,287.75,283.25,284.1,284.15,285.41,13624798,38886.17,103983, 7690214, 56.44
GRASIM,EQ,02-Jan-2026,2851.7,2856.9,2882.0,2845.1,2865.0,2856.4,2860.18,698682,19983.58,27466, 427557, 61.19
HCLTECH,EQ,02-Jan-2026,1634.5,1632.0,1643.0,1625.1,1640.0,1640.2,1636.46,950573,15555.77,51428, 450570, 47.40
HDFCBANK,EQ,02-Jan-2026,991.15,991.15,1003.2,988.8,1000.25,1001.6,998.46,11751459,117333.33,178613, 7814202, 66.50
HDFCLIFE,EQ,02-Jan-2026,750.1,749.95,758.35,749.05,753.2,754.85,755.21,1457089,11004.15,35885, 938204, 64.39
HINDALCO,EQ,02-Jan-2026,894.95,898.0,927.3,896.55,926.5,925.7,917.14,5357771,49138.44,88481, 2381333, 44.45
HINDUNILVR,EQ,02-Jan-2026,2323.0,2326.0,2357.7,2322.0,2348.5,2348.0,2343.2,973413,22809.0,39595, 648298, 66.60
ICICIBANK,EQ,02-Jan-2026,1338.0,1338.0,1356.9,1336.3,1355.1,1355.4,1348.97,8226205,110968.64,123080, 5710169, 69.41
INDIGO,EQ,02-Jan-2026,5110.5,5119.0,5136.0,5095.0,5105.0,5106.0,5111.69,464130,23724.89,38375, 265922, 57.29
INFY,EQ,02-Jan-2026,1629.8,1635.9,1643.5,1627.5,1642.1,1640.4,1638.65,2524526,41368.08,86514, 1586098, 62.83
ITC,EQ,02-Jan-2026,363.85,360.0,360.0,345.25,350.1,350.05,349.61,118790358,415301.03,911774, 51284192, 43.17
JIOFIN,EQ,02-Jan-2026,295.7,295.6,303.0,295.5,301.85,301.7,300.89,10604978,31909.52,75384, 5748409, 54.20
JSWSTEEL,EQ,02-Jan-2026,1171.5,1172.0,1184.0,1169.1,1178.1,1180.7,1178.27,903240,10642.64,29113, 470362, 52.07
KOTAKBANK,EQ,02-Jan-2026,2217.8,2217.8,2227.9,2180.5,2189.9,2195.1,2211.57,2447694,54132.42,106834, 1771446, 72.37
LT,EQ,02-Jan-2026,4140.4,4138.1,4172.7,4127.1,4164.7,4163.4,4155.35,984027,40889.72,82278, 543323, 55.21
M&M,EQ,02-Jan-2026,3761.0,3759.9,3812.0,3743.2,3801.0,3802.4,3797.33,1478292,56135.65,119277, 773276, 52.31
MARUTI,EQ,02-Jan-2026,16708.0,16750.0,16999.0,16723.0,16970.0,16960.0,16948.66,388562,65856.07,61874, 240431, 61.88
MAXHEALTH,EQ,02-Jan-2026,1049.4,1049.4,1064.4,1047.0,1061.1,1062.6,1057.6,928577,9820.61,36412, 541834, 58.35
NESTLEIND,EQ,02-Jan-2026,1295.0,1292.0,1299.0,1277.6,1280.4,1279.7,1284.76,736473,9461.9,40947, 436663, 59.29
NTPC,EQ,02-Jan-2026,336.3,336.8,353.0,335.95,351.65,352.1,347.18,23128940,80299.15,217079, 14917934, 64.50
ONGC,EQ,02-Jan-2026,237.94,237.94,242.55,237.94,242.0,241.46,240.95,5925943,14278.54,75940, 2921438, 49.30
POWERGRID,EQ,02-Jan-2026,266.8,267.5,272.1,266.25,271.15,270.95,270.19,13348375,36066.19,75336, 8817277, 66.06
RELIANCE,EQ,02-Jan-2026,1575.6,1580.0,1594.6,1578.2,1593.0,1592.3,1589.16,6602230,104919.99,156023, 4876895, 73.87
SBILIFE,EQ,02-Jan-2026,2040.4,2040.4,2077.3,2040.0,2062.2,2067.4,2065.21,472182,9751.56,25202, 239138, 50.65
SBIN,EQ,02-Jan-2026,984.75,984.5,1009.5,983.95,1005.65,998.95,993.34,7357435,73083.99,117850, 4418601, 60.06
SHRIRAMFIN,EQ,02-Jan-2026,1019.7,1024.75,1025.0,1007.2,1010.1,1010.35,1014.65,5264026,53411.28,119262, 2509913, 47.68
SUNPHARMA,EQ,02-Jan-2026,1721.1,1721.1,1732.0,1719.4,1729.9,1728.0,1726.2,974123,16815.33,29743, 744525, 76.43
TATACONSUM,EQ,02-Jan-2026,1176.9,1176.9,1185.7,1168.4,1171.8,1170.7,1174.24,955406,11218.79,54782, 647577, 67.78
TATASTEEL,EQ,02-Jan-2026,181.89,182.0,183.85,181.6,182.8,182.88,182.93,23006840,42085.97,175683, 11657795, 50.67
TCS,EQ,02-Jan-2026,3227.4,3234.0,3254.3,3219.5,3245.7,3250.7,3241.1,1184324,38385.17,63356, 743388, 62.77
TECHM,EQ,02-Jan-2026,1607.7,1611.0,1619.1,1601.9,1612.2,1612.0,1611.82,637080,10268.61,32770, 330059, 51.81
TITAN,EQ,02-Jan-2026,4049.3,4039.0,4060.0,3986.2,4050.3,4051.7,4038.19,659997,26651.9,49671, 391894, 59.38
TMPV,EQ,02-Jan-2026,367.55,369.2,372.9,368.55,370.35,370.35,370.71,7077536,26236.81,109207, 3587957, 50.70
TRENT,EQ,02-Jan-2026,4297.4,4300.0,4437.9,4289.6,4400.0,4409.6,4396.28,895709,39377.83,66129, 344073, 38.41
ULTRACEMCO,EQ,02-Jan-2026,11901.0,11903.0,11970.0,11821.0,11920.0,11899.0,11886.33,206244,24514.84,26997, 134012, 64.98
WIPRO,EQ,02-Jan-2026,267.35,267.35,272.4,266.15,269.0,269.0,269.83,8286204,22358.67,59920, 4411840, 53.24
ADANIENT,EQ,02-Feb-2026,1942.8,1956.6,2002.2,1934.0,1995.0,1995.4,1967.79,1229270,24189.4,61151, 282093, 22.95
ADANIPORTS,EQ,02-Feb-2026,1344.9,1348.0,1406.0,1348.0,1402.5,1403.1,1379.41,2796673,38577.56,91119, 1199008, 42.87
APOLLOHOSP,EQ,02-Feb-2026,6948.0,6915.0,6950.0,6831.0,6922.5,6933.5,6891.93,343776,23692.79,54067, 205264, 59.71
ASIANPAINT,EQ,02-Feb-2026,2357.0,2374.9,2429.5,2372.0,2395.0,2402.0,2403.28,1183482,28442.35,126959, 533223, 45.06
AXISBANK,EQ,02-Feb-2026,1340.4,1339.0,1352.7,1302.9,1309.2,1311.5,1317.17,8647298,113899.57,204092, 5504917, 63.66
BAJAJ-AUTO,EQ,02-Feb-2026,9499.5,9454.5,9523.0,9250.5,9474.0,9496.5,9382.71,327240,30703.99,50108, 109796, 33.55
BAJAJFINSV,EQ,02-Feb-2026,1908.8,1908.0,1937.1,1876.6,1934.0,1930.1,1913.79,1183196,22643.87,84861, 728083, 61.54
BAJFINANCE,EQ,02-Feb-2026,902.35,887.0,909.4,887.0,908.0,903.7,898.61,11874989,106709.89,172067, 7783738, 65.55
BEL,EQ,02-Feb-2026,425.35,432.0,441.35,420.25,440.8,439.1,431.13,43652893,188199.35,315649, 19478403, 44.62
BHARTIARTL,EQ,02-Feb-2026,1949.0,1936.1,1969.8,1926.5,1966.4,1965.4,1953.85,5326225,104066.5,173244, 3509138, 65.88
CIPLA,EQ,02-Feb-2026,1328.9,1330.0,1333.0,1293.1,1314.5,1311.6,1304.01,1832963,23901.97,63407, 1046954, 57.12
COALINDIA,EQ,02-Feb-2026,419.55,419.0,425.5,413.0,421.35,423.5,418.29,9618062,40231.52,103498, 5000048, 51.99
DRREDDY,EQ,02-Feb-2026,1178.7,1189.5,1195.0,1167.1,1182.8,1182.5,1181.68,1207638,14270.45,47986, 657401, 54.44
EICHERMOT,EQ,02-Feb-2026,6889.5,6805.0,6997.0,6738.0,6982.0,6985.5,6899.43,490854,33866.14,67686, 309307, 63.01
